ds,y,hour,weekday,is_weekend,weekofyear,month,year,is_winter
2019-09-03 09:00:00,345,9,1,0,36,9,2019,0
2019-09-03 12:00:00,603,12,1,0,36,9,2019,0
2019-09-03 15:00:00,548,15,1,0,36,9,2019,0
2019-09-03 18:00:00,327,18,1,0,36,9,2019,0
2019-09-03 21:00:00,25,21,1,0,36,9,2019,0
2019-09-04 03:00:00,247,3,2,0,36,9,2019,0
2019-09-04 06:00:00,497,6,2,0,36,9,2019,0
2019-09-04 09:00:00,383,9,2,0,36,9,2019,0
2019-09-04 12:00:00,724,12,2,0,36,9,2019,0
2019-09-04 15:00:00,563,15,2,0,36,9,2019,0
2019-09-04 18:00:00,333,18,2,0,36,9,2019,0
2019-09-04 21:00:00,49,21,2,0,36,9,2019,0
2019-09-05 03:00:00,124,3,3,0,36,9,2019,0
2019-09-05 06:00:00,232,6,3,0,36,9,2019,0
2019-09-05 09:00:00,209,9,3,0,36,9,2019,0
2019-09-05 12:00:00,414,12,3,0,36,9,2019,0
2019-09-05 15:00:00,363,15,3,0,36,9,2019,0
2019-09-05 18:00:00,251,18,3,0,36,9,2019,0
2019-09-05 21:00:00,45,21,3,0,36,9,2019,0
2019-09-06 03:00:00,182,3,4,0,36,9,2019,0
2019-09-06 06:00:00,395,6,4,0,36,9,2019,0
2019-09-06 09:00:00,427,9,4,0,36,9,2019,0
2019-09-06 12:00:00,641,12,4,0,36,9,2019,0
2019-09-06 15:00:00,385,15,4,0,36,9,2019,0
2019-09-06 18:00:00,194,18,4,0,36,9,2019,0
2019-09-06 21:00:00,30,21,4,0,36,9,2019,0
2019-09-07 03:00:00,23,3,5,1,36,9,2019,0
2019-09-07 06:00:00,175,6,5,1,36,9,2019,0
2019-09-07 09:00:00,390,9,5,1,36,9,2019,0
2019-09-07 12:00:00,507,12,5,1,36,9,2019,0
2019-09-07 15:00:00,460,15,5,1,36,9,2019,0
2019-09-07 18:00:00,213,18,5,1,36,9,2019,0
2019-09-07 21:00:00,93,21,5,1,36,9,2019,0
2019-09-08 03:00:00,26,3,6,1,36,9,2019,0
2019-09-08 06:00:00,89,6,6,1,36,9,2019,0
2019-09-08 09:00:00,312,9,6,1,36,9,2019,0
2019-09-08 12:00:00,443,12,6,1,36,9,2019,0
2019-09-08 15:00:00,439,15,6,1,36,9,2019,0
2019-09-08 18:00:00,215,18,6,1,36,9,2019,0
2019-09-08 21:00:00,41,21,6,1,36,9,2019,0
2019-09-09 03:00:00,210,3,0,0,37,9,2019,0
2019-09-09 06:00:00,395,6,0,0,37,9,2019,0
2019-09-09 09:00:00,354,9,0,0,37,9,2019,0
2019-09-09 12:00:00,681,12,0,0,37,9,2019,0
2019-09-09 15:00:00,632,15,0,0,37,9,2019,0
2019-09-09 18:00:00,333,18,0,0,37,9,2019,0
2019-09-09 21:00:00,40,21,0,0,37,9,2019,0
2019-09-10 03:00:00,252,3,1,0,37,9,2019,0
2019-09-10 06:00:00,434,6,1,0,37,9,2019,0
2019-09-10 09:00:00,403,9,1,0,37,9,2019,0
2019-09-10 12:00:00,679,12,1,0,37,9,2019,0
2019-09-10 15:00:00,597,15,1,0,37,9,2019,0
2019-09-10 18:00:00,352,18,1,0,37,9,2019,0
2019-09-10 21:00:00,46,21,1,0,37,9,2019,0
2019-09-11 03:00:00,219,3,2,0,37,9,2019,0
2019-09-11 06:00:00,496,6,2,0,37,9,2019,0
2019-09-11 09:00:00,407,9,2,0,37,9,2019,0
2019-09-11 12:00:00,661,12,2,0,37,9,2019,0
2019-09-11 15:00:00,536,15,2,0,37,9,2019,0
2019-09-11 18:00:00,227,18,2,0,37,9,2019,0
2019-09-11 21:00:00,30,21,2,0,37,9,2019,0
2019-09-12 03:00:00,166,3,3,0,37,9,2019,0
2019-09-12 06:00:00,440,6,3,0,37,9,2019,0
2019-09-12 09:00:00,270,9,3,0,37,9,2019,0
2019-09-12 12:00:00,522,12,3,0,37,9,2019,0
2019-09-12 15:00:00,412,15,3,0,37,9,2019,0
2019-09-12 18:00:00,275,18,3,0,37,9,2019,0
2019-09-12 21:00:00,47,21,3,0,37,9,2019,0
2019-09-13 03:00:00,145,3,4,0,37,9,2019,0
2019-09-13 06:00:00,372,6,4,0,37,9,2019,0
2019-09-13 09:00:00,228,9,4,0,37,9,2019,0
2019-09-13 12:00:00,421,12,4,0,37,9,2019,0
2019-09-13 15:00:00,278,15,4,0,37,9,2019,0
2019-09-13 18:00:00,153,18,4,0,37,9,2019,0
2019-09-13 21:00:00,69,21,4,0,37,9,2019,0
2019-09-14 03:00:00,19,3,5,1,37,9,2019,0
2019-09-14 06:00:00,148,6,5,1,37,9,2019,0
2019-09-14 09:00:00,242,9,5,1,37,9,2019,0
2019-09-14 12:00:00,301,12,5,1,37,9,2019,0
2019-09-14 15:00:00,247,15,5,1,37,9,2019,0
2019-09-14 18:00:00,75,18,5,1,37,9,2019,0
2019-09-14 21:00:00,34,21,5,1,37,9,2019,0
2019-09-15 03:00:00,20,3,6,1,37,9,2019,0
2019-09-15 06:00:00,87,6,6,1,37,9,2019,0
2019-09-15 09:00:00,228,9,6,1,37,9,2019,0
2019-09-15 12:00:00,242,12,6,1,37,9,2019,0
2019-09-15 15:00:00,115,15,6,1,37,9,2019,0
2019-09-15 18:00:00,82,18,6,1,37,9,2019,0
2019-09-15 21:00:00,18,21,6,1,37,9,2019,0
2019-09-16 03:00:00,73,3,0,0,38,9,2019,0
2019-09-16 06:00:00,177,6,0,0,38,9,2019,0
2019-09-16 09:00:00,201,9,0,0,38,9,2019,0
2019-09-16 12:00:00,528,12,0,0,38,9,2019,0
2019-09-16 15:00:00,397,15,0,0,38,9,2019,0
2019-09-16 18:00:00,215,18,0,0,38,9,2019,0
2019-09-16 21:00:00,24,21,0,0,38,9,2019,0
2019-09-17 03:00:00,188,3,1,0,38,9,2019,0
2019-09-17 06:00:00,384,6,1,0,38,9,2019,0
2019-09-17 09:00:00,274,9,1,0,38,9,2019,0
2019-09-17 12:00:00,515,12,1,0,38,9,2019,0
2019-09-17 15:00:00,511,15,1,0,38,9,2019,0
2019-09-17 18:00:00,344,18,1,0,38,9,2019,0
2019-09-17 21:00:00,46,21,1,0,38,9,2019,0
2019-09-18 03:00:00,180,3,2,0,38,9,2019,0
2019-09-18 06:00:00,291,6,2,0,38,9,2019,0
2019-09-18 09:00:00,232,9,2,0,38,9,2019,0
2019-09-18 12:00:00,433,12,2,0,38,9,2019,0
2019-09-18 15:00:00,466,15,2,0,38,9,2019,0
2019-09-18 18:00:00,215,18,2,0,38,9,2019,0
2019-09-18 21:00:00,39,21,2,0,38,9,2019,0
2019-09-19 03:00:00,176,3,3,0,38,9,2019,0
2019-09-19 06:00:00,336,6,3,0,38,9,2019,0
2019-09-19 09:00:00,238,9,3,0,38,9,2019,0
2019-09-19 12:00:00,489,12,3,0,38,9,2019,0
2019-09-19 15:00:00,325,15,3,0,38,9,2019,0
2019-09-19 18:00:00,198,18,3,0,38,9,2019,0
2019-09-19 21:00:00,47,21,3,0,38,9,2019,0
2019-09-20 03:00:00,66,3,4,0,38,9,2019,0
2019-09-20 06:00:00,146,6,4,0,38,9,2019,0
2019-09-20 09:00:00,205,9,4,0,38,9,2019,0
2019-09-20 12:00:00,418,12,4,0,38,9,2019,0
2019-09-20 15:00:00,256,15,4,0,38,9,2019,0
2019-09-20 18:00:00,123,18,4,0,38,9,2019,0
2019-09-20 21:00:00,40,21,4,0,38,9,2019,0
2019-09-21 03:00:00,22,3,5,1,38,9,2019,0
2019-09-21 06:00:00,105,6,5,1,38,9,2019,0
2019-09-21 09:00:00,203,9,5,1,38,9,2019,0
2019-09-21 12:00:00,368,12,5,1,38,9,2019,0
2019-09-21 15:00:00,359,15,5,1,38,9,2019,0
2019-09-21 18:00:00,171,18,5,1,38,9,2019,0
2019-09-21 21:00:00,70,21,5,1,38,9,2019,0
2019-09-22 03:00:00,32,3,6,1,38,9,2019,0
2019-09-22 06:00:00,83,6,6,1,38,9,2019,0
2019-09-22 09:00:00,202,9,6,1,38,9,2019,0
2019-09-22 12:00:00,282,12,6,1,38,9,2019,0
2019-09-22 15:00:00,293,15,6,1,38,9,2019,0
2019-09-22 18:00:00,181,18,6,1,38,9,2019,0
2019-09-22 21:00:00,26,21,6,1,38,9,2019,0
2019-09-23 03:00:00,162,3,0,0,39,9,2019,0
2019-09-23 06:00:00,375,6,0,0,39,9,2019,0
2019-09-23 09:00:00,283,9,0,0,39,9,2019,0
2019-09-23 12:00:00,595,12,0,0,39,9,2019,0
2019-09-23 15:00:00,501,15,0,0,39,9,2019,0
2019-09-23 18:00:00,302,18,0,0,39,9,2019,0
2019-09-23 21:00:00,29,21,0,0,39,9,2019,0
2019-09-24 03:00:00,202,3,1,0,39,9,2019,0
2019-09-24 06:00:00,394,6,1,0,39,9,2019,0
2019-09-24 09:00:00,301,9,1,0,39,9,2019,0
2019-09-24 12:00:00,601,12,1,0,39,9,2019,0
2019-09-24 15:00:00,511,15,1,0,39,9,2019,0
2019-09-24 18:00:00,253,18,1,0,39,9,2019,0
2019-09-24 21:00:00,40,21,1,0,39,9,2019,0
2019-09-25 03:00:00,182,3,2,0,39,9,2019,0
2019-09-25 06:00:00,436,6,2,0,39,9,2019,0
2019-09-25 09:00:00,297,9,2,0,39,9,2019,0
2019-09-25 12:00:00,577,12,2,0,39,9,2019,0
2019-09-25 15:00:00,483,15,2,0,39,9,2019,0
2019-09-25 18:00:00,254,18,2,0,39,9,2019,0
2019-09-25 21:00:00,30,21,2,0,39,9,2019,0
2019-09-26 03:00:00,176,3,3,0,39,9,2019,0
2019-09-26 06:00:00,368,6,3,0,39,9,2019,0
2019-09-26 09:00:00,319,9,3,0,39,9,2019,0
2019-09-26 12:00:00,564,12,3,0,39,9,2019,0
2019-09-26 15:00:00,499,15,3,0,39,9,2019,0
2019-09-26 18:00:00,253,18,3,0,39,9,2019,0
2019-09-26 21:00:00,34,21,3,0,39,9,2019,0
2019-09-27 03:00:00,142,3,4,0,39,9,2019,0
2019-09-27 06:00:00,348,6,4,0,39,9,2019,0
2019-09-27 09:00:00,349,9,4,0,39,9,2019,0
2019-09-27 12:00:00,584,12,4,0,39,9,2019,0
2019-09-27 15:00:00,459,15,4,0,39,9,2019,0
2019-09-27 18:00:00,204,18,4,0,39,9,2019,0
2019-09-27 21:00:00,80,21,4,0,39,9,2019,0
2019-09-28 03:00:00,30,3,5,1,39,9,2019,0
2019-09-28 06:00:00,145,6,5,1,39,9,2019,0
2019-09-28 09:00:00,322,9,5,1,39,9,2019,0
2019-09-28 12:00:00,422,12,5,1,39,9,2019,0
2019-09-28 15:00:00,434,15,5,1,39,9,2019,0
2019-09-28 18:00:00,218,18,5,1,39,9,2019,0
2019-09-28 21:00:00,65,21,5,1,39,9,2019,0
2019-09-29 03:00:00,33,3,6,1,39,9,2019,0
2019-09-29 06:00:00,65,6,6,1,39,9,2019,0
2019-09-29 09:00:00,79,9,6,1,39,9,2019,0
2019-09-29 12:00:00,156,12,6,1,39,9,2019,0
2019-09-29 15:00:00,213,15,6,1,39,9,2019,0
2019-09-29 18:00:00,128,18,6,1,39,9,2019,0
2019-09-29 21:00:00,25,21,6,1,39,9,2019,0
2019-09-30 03:00:00,117,3,0,0,40,9,2019,0
2019-09-30 06:00:00,230,6,0,0,40,9,2019,0
2019-09-30 09:00:00,226,9,0,0,40,9,2019,0
2019-09-30 12:00:00,492,12,0,0,40,9,2019,0
2019-09-30 15:00:00,374,15,0,0,40,9,2019,0
2019-09-30 18:00:00,242,18,0,0,40,9,2019,0
2019-09-30 21:00:00,23,21,0,0,40,9,2019,0
2019-10-01 03:00:00,173,3,1,0,40,10,2019,0
2019-10-01 06:00:00,308,6,1,0,40,10,2019,0
2019-10-01 09:00:00,269,9,1,0,40,10,2019,0
2019-10-01 12:00:00,259,12,1,0,40,10,2019,0
2019-10-01 15:00:00,214,15,1,0,40,10,2019,0
2019-10-01 18:00:00,156,18,1,0,40,10,2019,0
2019-10-01 21:00:00,29,21,1,0,40,10,2019,0
2019-10-02 03:00:00,144,3,2,0,40,10,2019,0
2019-10-02 06:00:00,398,6,2,0,40,10,2019,0
2019-10-02 09:00:00,252,9,2,0,40,10,2019,0
2019-10-02 12:00:00,582,12,2,0,40,10,2019,0
2019-10-02 15:00:00,322,15,2,0,40,10,2019,0
2019-10-02 18:00:00,157,18,2,0,40,10,2019,0
2019-10-02 21:00:00,32,21,2,0,40,10,2019,0
2019-10-03 03:00:00,153,3,3,0,40,10,2019,0
2019-10-03 06:00:00,298,6,3,0,40,10,2019,0
2019-10-03 09:00:00,217,9,3,0,40,10,2019,0
2019-10-03 12:00:00,498,12,3,0,40,10,2019,0
2019-10-03 15:00:00,426,15,3,0,40,10,2019,0
2019-10-03 18:00:00,269,18,3,0,40,10,2019,0
2019-10-03 21:00:00,32,21,3,0,40,10,2019,0
2019-10-04 03:00:00,160,3,4,0,40,10,2019,0
2019-10-04 06:00:00,333,6,4,0,40,10,2019,0
2019-10-04 09:00:00,342,9,4,0,40,10,2019,0
2019-10-04 12:00:00,539,12,4,0,40,10,2019,0
2019-10-04 15:00:00,377,15,4,0,40,10,2019,0
2019-10-04 18:00:00,183,18,4,0,40,10,2019,0
2019-10-04 21:00:00,63,21,4,0,40,10,2019,0
2019-10-05 03:00:00,22,3,5,1,40,10,2019,0
2019-10-05 06:00:00,133,6,5,1,40,10,2019,0
2019-10-05 09:00:00,314,9,5,1,40,10,2019,0
2019-10-05 12:00:00,394,12,5,1,40,10,2019,0
2019-10-05 15:00:00,310,15,5,1,40,10,2019,0
2019-10-05 18:00:00,163,18,5,1,40,10,2019,0
2019-10-05 21:00:00,48,21,5,1,40,10,2019,0
2019-10-06 03:00:00,26,3,6,1,40,10,2019,0
2019-10-06 06:00:00,86,6,6,1,40,10,2019,0
2019-10-06 09:00:00,216,9,6,1,40,10,2019,0
2019-10-06 12:00:00,292,12,6,1,40,10,2019,0
2019-10-06 15:00:00,236,15,6,1,40,10,2019,0
2019-10-06 18:00:00,160,18,6,1,40,10,2019,0
2019-10-06 21:00:00,20,21,6,1,40,10,2019,0
2019-10-07 03:00:00,111,3,0,0,41,10,2019,0
2019-10-07 06:00:00,354,6,0,0,41,10,2019,0
2019-10-07 09:00:00,221,9,0,0,41,10,2019,0
2019-10-07 12:00:00,399,12,0,0,41,10,2019,0
2019-10-07 15:00:00,317,15,0,0,41,10,2019,0
2019-10-07 18:00:00,178,18,0,0,41,10,2019,0
2019-10-07 21:00:00,21,21,0,0,41,10,2019,0
2019-10-08 03:00:00,131,3,1,0,41,10,2019,0
2019-10-08 06:00:00,350,6,1,0,41,10,2019,0
2019-10-08 09:00:00,240,9,1,0,41,10,2019,0
2019-10-08 12:00:00,456,12,1,0,41,10,2019,0
2019-10-08 15:00:00,408,15,1,0,41,10,2019,0
2019-10-08 18:00:00,218,18,1,0,41,10,2019,0
2019-10-08 21:00:00,34,21,1,0,41,10,2019,0
2019-10-09 03:00:00,128,3,2,0,41,10,2019,0
2019-10-09 06:00:00,313,6,2,0,41,10,2019,0
2019-10-09 09:00:00,246,9,2,0,41,10,2019,0
2019-10-09 12:00:00,428,12,2,0,41,10,2019,0
2019-10-09 15:00:00,365,15,2,0,41,10,2019,0
2019-10-09 18:00:00,214,18,2,0,41,10,2019,0
2019-10-09 21:00:00,52,21,2,0,41,10,2019,0
2019-10-10 03:00:00,135,3,3,0,41,10,2019,0
2019-10-10 06:00:00,312,6,3,0,41,10,2019,0
2019-10-10 09:00:00,245,9,3,0,41,10,2019,0
2019-10-10 12:00:00,501,12,3,0,41,10,2019,0
2019-10-10 15:00:00,358,15,3,0,41,10,2019,0
2019-10-10 18:00:00,172,18,3,0,41,10,2019,0
2019-10-10 21:00:00,30,21,3,0,41,10,2019,0
2019-10-11 03:00:00,84,3,4,0,41,10,2019,0
2019-10-11 06:00:00,300,6,4,0,41,10,2019,0
2019-10-11 09:00:00,244,9,4,0,41,10,2019,0
2019-10-11 12:00:00,461,12,4,0,41,10,2019,0
2019-10-11 15:00:00,303,15,4,0,41,10,2019,0
2019-10-11 18:00:00,142,18,4,0,41,10,2019,0
2019-10-11 21:00:00,29,21,4,0,41,10,2019,0
2019-10-12 03:00:00,16,3,5,1,41,10,2019,0
2019-10-12 06:00:00,121,6,5,1,41,10,2019,0
2019-10-12 09:00:00,264,9,5,1,41,10,2019,0
2019-10-12 12:00:00,293,12,5,1,41,10,2019,0
2019-10-12 15:00:00,294,15,5,1,41,10,2019,0
2019-10-12 18:00:00,150,18,5,1,41,10,2019,0
2019-10-12 21:00:00,65,21,5,1,41,10,2019,0
2019-10-13 03:00:00,36,3,6,1,41,10,2019,0
2019-10-13 06:00:00,64,6,6,1,41,10,2019,0
2019-10-13 09:00:00,204,9,6,1,41,10,2019,0
2019-10-13 12:00:00,261,12,6,1,41,10,2019,0
2019-10-13 15:00:00,249,15,6,1,41,10,2019,0
2019-10-13 18:00:00,157,18,6,1,41,10,2019,0
2019-10-13 21:00:00,26,21,6,1,41,10,2019,0
2019-10-14 03:00:00,115,3,0,0,42,10,2019,0
2019-10-14 06:00:00,260,6,0,0,42,10,2019,0
2019-10-14 09:00:00,227,9,0,0,42,10,2019,0
2019-10-14 12:00:00,464,12,0,0,42,10,2019,0
2019-10-14 15:00:00,370,15,0,0,42,10,2019,0
2019-10-14 18:00:00,193,18,0,0,42,10,2019,0
2019-10-14 21:00:00,35,21,0,0,42,10,2019,0
2019-10-15 03:00:00,123,3,1,0,42,10,2019,0
2019-10-15 06:00:00,297,6,1,0,42,10,2019,0
2019-10-15 09:00:00,213,9,1,0,42,10,2019,0
2019-10-15 12:00:00,426,12,1,0,42,10,2019,0
2019-10-15 15:00:00,352,15,1,0,42,10,2019,0
2019-10-15 18:00:00,195,18,1,0,42,10,2019,0
2019-10-15 21:00:00,32,21,1,0,42,10,2019,0
2019-10-16 03:00:00,116,3,2,0,42,10,2019,0
2019-10-16 06:00:00,316,6,2,0,42,10,2019,0
2019-10-16 09:00:00,231,9,2,0,42,10,2019,0
2019-10-16 12:00:00,458,12,2,0,42,10,2019,0
2019-10-16 15:00:00,332,15,2,0,42,10,2019,0
2019-10-16 18:00:00,167,18,2,0,42,10,2019,0
2019-10-16 21:00:00,19,21,2,0,42,10,2019,0
2019-10-17 03:00:00,115,3,3,0,42,10,2019,0
2019-10-17 06:00:00,300,6,3,0,42,10,2019,0
2019-10-17 09:00:00,247,9,3,0,42,10,2019,0
2019-10-17 12:00:00,488,12,3,0,42,10,2019,0
2019-10-17 15:00:00,418,15,3,0,42,10,2019,0
2019-10-17 18:00:00,224,18,3,0,42,10,2019,0
2019-10-17 21:00:00,40,21,3,0,42,10,2019,0
2019-10-18 03:00:00,116,3,4,0,42,10,2019,0
2019-10-18 06:00:00,315,6,4,0,42,10,2019,0
2019-10-18 09:00:00,269,9,4,0,42,10,2019,0
2019-10-18 12:00:00,484,12,4,0,42,10,2019,0
2019-10-18 15:00:00,314,15,4,0,42,10,2019,0
2019-10-18 18:00:00,188,18,4,0,42,10,2019,0
2019-10-18 21:00:00,50,21,4,0,42,10,2019,0
2019-10-19 03:00:00,21,3,5,1,42,10,2019,0
2019-10-19 06:00:00,118,6,5,1,42,10,2019,0
2019-10-19 09:00:00,261,9,5,1,42,10,2019,0
2019-10-19 12:00:00,312,12,5,1,42,10,2019,0
2019-10-19 15:00:00,289,15,5,1,42,10,2019,0
2019-10-19 18:00:00,134,18,5,1,42,10,2019,0
2019-10-19 21:00:00,41,21,5,1,42,10,2019,0
2019-10-20 03:00:00,33,3,6,1,42,10,2019,0
2019-10-20 06:00:00,75,6,6,1,42,10,2019,0
2019-10-20 09:00:00,261,9,6,1,42,10,2019,0
2019-10-20 12:00:00,346,12,6,1,42,10,2019,0
2019-10-20 15:00:00,242,15,6,1,42,10,2019,0
2019-10-20 18:00:00,148,18,6,1,42,10,2019,0
2019-10-20 21:00:00,27,21,6,1,42,10,2019,0
2019-10-21 03:00:00,118,3,0,0,43,10,2019,0
2019-10-21 06:00:00,306,6,0,0,43,10,2019,0
2019-10-21 09:00:00,216,9,0,0,43,10,2019,0
2019-10-21 12:00:00,462,12,0,0,43,10,2019,0
2019-10-21 15:00:00,343,15,0,0,43,10,2019,0
2019-10-21 18:00:00,198,18,0,0,43,10,2019,0
2019-10-21 21:00:00,23,21,0,0,43,10,2019,0
2019-10-22 03:00:00,133,3,1,0,43,10,2019,0
2019-10-22 06:00:00,320,6,1,0,43,10,2019,0
2019-10-22 09:00:00,250,9,1,0,43,10,2019,0
2019-10-22 12:00:00,433,12,1,0,43,10,2019,0
2019-10-22 15:00:00,251,15,1,0,43,10,2019,0
2019-10-22 18:00:00,158,18,1,0,43,10,2019,0
2019-10-22 21:00:00,26,21,1,0,43,10,2019,0
2019-10-23 03:00:00,112,3,2,0,43,10,2019,0
2019-10-23 06:00:00,279,6,2,0,43,10,2019,0
2019-10-23 09:00:00,232,9,2,0,43,10,2019,0
2019-10-23 12:00:00,447,12,2,0,43,10,2019,0
2019-10-23 15:00:00,322,15,2,0,43,10,2019,0
2019-10-23 18:00:00,160,18,2,0,43,10,2019,0
2019-10-23 21:00:00,26,21,2,0,43,10,2019,0
2019-10-24 03:00:00,116,3,3,0,43,10,2019,0
2019-10-24 06:00:00,269,6,3,0,43,10,2019,0
2019-10-24 09:00:00,230,9,3,0,43,10,2019,0
2019-10-24 12:00:00,403,12,3,0,43,10,2019,0
2019-10-24 15:00:00,367,15,3,0,43,10,2019,0
2019-10-24 18:00:00,186,18,3,0,43,10,2019,0
2019-10-24 21:00:00,27,21,3,0,43,10,2019,0
2019-10-25 03:00:00,99,3,4,0,43,10,2019,0
2019-10-25 06:00:00,167,6,4,0,43,10,2019,0
2019-10-25 09:00:00,89,9,4,0,43,10,2019,0
2019-10-25 12:00:00,282,12,4,0,43,10,2019,0
2019-10-25 15:00:00,260,15,4,0,43,10,2019,0
2019-10-25 18:00:00,136,18,4,0,43,10,2019,0
2019-10-25 21:00:00,35,21,4,0,43,10,2019,0
2019-10-26 03:00:00,15,3,5,1,43,10,2019,0
2019-10-26 06:00:00,89,6,5,1,43,10,2019,0
2019-10-26 09:00:00,251,9,5,1,43,10,2019,0
2019-10-26 12:00:00,341,12,5,1,43,10,2019,0
2019-10-26 15:00:00,208,15,5,1,43,10,2019,0
2019-10-26 18:00:00,107,18,5,1,43,10,2019,0
2019-10-26 21:00:00,37,21,5,1,43,10,2019,0
2019-10-27 03:00:00,6,3,6,1,43,10,2019,0
2019-10-27 06:00:00,35,6,6,1,43,10,2019,0
2019-10-27 09:00:00,80,9,6,1,43,10,2019,0
2019-10-27 12:00:00,139,12,6,1,43,10,2019,0
2019-10-27 15:00:00,157,15,6,1,43,10,2019,0
2019-10-27 18:00:00,121,18,6,1,43,10,2019,0
2019-10-27 21:00:00,61,21,6,1,43,10,2019,0
2019-10-28 03:00:00,11,3,0,0,44,10,2019,0
2019-10-28 06:00:00,230,6,0,0,44,10,2019,0
2019-10-28 09:00:00,119,9,0,0,44,10,2019,0
2019-10-28 12:00:00,213,12,0,0,44,10,2019,0
2019-10-28 15:00:00,280,15,0,0,44,10,2019,0
2019-10-28 18:00:00,208,18,0,0,44,10,2019,0
2019-10-28 21:00:00,64,21,0,0,44,10,2019,0
2019-10-29 03:00:00,15,3,1,0,44,10,2019,0
2019-10-29 06:00:00,278,6,1,0,44,10,2019,0
2019-10-29 09:00:00,178,9,1,0,44,10,2019,0
2019-10-29 12:00:00,208,12,1,0,44,10,2019,0
2019-10-29 15:00:00,325,15,1,0,44,10,2019,0
2019-10-29 18:00:00,216,18,1,0,44,10,2019,0
2019-10-29 21:00:00,48,21,1,0,44,10,2019,0
2019-10-30 03:00:00,17,3,2,0,44,10,2019,0
2019-10-30 06:00:00,305,6,2,0,44,10,2019,0
2019-10-30 09:00:00,192,9,2,0,44,10,2019,0
2019-10-30 12:00:00,173,12,2,0,44,10,2019,0
2019-10-30 15:00:00,223,15,2,0,44,10,2019,0
2019-10-30 18:00:00,116,18,2,0,44,10,2019,0
2019-10-30 21:00:00,29,21,2,0,44,10,2019,0
2019-10-31 03:00:00,22,3,3,0,44,10,2019,0
2019-10-31 06:00:00,236,6,3,0,44,10,2019,0
2019-10-31 09:00:00,132,9,3,0,44,10,2019,0
2019-10-31 12:00:00,214,12,3,0,44,10,2019,0
2019-10-31 15:00:00,301,15,3,0,44,10,2019,0
2019-10-31 18:00:00,154,18,3,0,44,10,2019,0
2019-10-31 21:00:00,58,21,3,0,44,10,2019,0
2019-11-01 03:00:00,19,3,4,0,44,11,2019,1
2019-11-01 06:00:00,277,6,4,0,44,11,2019,1
2019-11-01 09:00:00,223,9,4,0,44,11,2019,1
2019-11-01 12:00:00,271,12,4,0,44,11,2019,1
2019-11-01 15:00:00,299,15,4,0,44,11,2019,1
2019-11-01 18:00:00,133,18,4,0,44,11,2019,1
2019-11-01 21:00:00,62,21,4,0,44,11,2019,1
2019-11-02 03:00:00,6,3,5,1,44,11,2019,1
2019-11-02 06:00:00,69,6,5,1,44,11,2019,1
2019-11-02 09:00:00,152,9,5,1,44,11,2019,1
2019-11-02 12:00:00,196,12,5,1,44,11,2019,1
2019-11-02 15:00:00,227,15,5,1,44,11,2019,1
2019-11-02 18:00:00,129,18,5,1,44,11,2019,1
2019-11-02 21:00:00,42,21,5,1,44,11,2019,1
2019-11-03 03:00:00,3,3,6,1,44,11,2019,1
2019-11-03 06:00:00,33,6,6,1,44,11,2019,1
2019-11-03 09:00:00,92,9,6,1,44,11,2019,1
2019-11-03 12:00:00,156,12,6,1,44,11,2019,1
2019-11-03 15:00:00,133,15,6,1,44,11,2019,1
2019-11-03 18:00:00,95,18,6,1,44,11,2019,1
2019-11-03 21:00:00,35,21,6,1,44,11,2019,1
2019-11-04 03:00:00,14,3,0,0,45,11,2019,1
2019-11-04 06:00:00,188,6,0,0,45,11,2019,1
2019-11-04 09:00:00,145,9,0,0,45,11,2019,1
2019-11-04 12:00:00,179,12,0,0,45,11,2019,1
2019-11-04 15:00:00,222,15,0,0,45,11,2019,1
2019-11-04 18:00:00,136,18,0,0,45,11,2019,1
2019-11-04 21:00:00,49,21,0,0,45,11,2019,1
2019-11-05 03:00:00,19,3,1,0,45,11,2019,1
2019-11-05 06:00:00,201,6,1,0,45,11,2019,1
2019-11-05 09:00:00,104,9,1,0,45,11,2019,1
2019-11-05 12:00:00,171,12,1,0,45,11,2019,1
2019-11-05 15:00:00,216,15,1,0,45,11,2019,1
2019-11-05 18:00:00,111,18,1,0,45,11,2019,1
2019-11-05 21:00:00,42,21,1,0,45,11,2019,1
2019-11-06 03:00:00,10,3,2,0,45,11,2019,1
2019-11-06 06:00:00,193,6,2,0,45,11,2019,1
2019-11-06 09:00:00,145,9,2,0,45,11,2019,1
2019-11-06 12:00:00,160,12,2,0,45,11,2019,1
2019-11-06 15:00:00,239,15,2,0,45,11,2019,1
2019-11-06 18:00:00,133,18,2,0,45,11,2019,1
2019-11-06 21:00:00,51,21,2,0,45,11,2019,1
2019-11-07 03:00:00,12,3,3,0,45,11,2019,1
2019-11-07 06:00:00,237,6,3,0,45,11,2019,1
2019-11-07 09:00:00,137,9,3,0,45,11,2019,1
2019-11-07 12:00:00,198,12,3,0,45,11,2019,1
2019-11-07 15:00:00,254,15,3,0,45,11,2019,1
2019-11-07 18:00:00,121,18,3,0,45,11,2019,1
2019-11-07 21:00:00,36,21,3,0,45,11,2019,1
2019-11-08 03:00:00,14,3,4,0,45,11,2019,1
2019-11-08 06:00:00,198,6,4,0,45,11,2019,1
2019-11-08 09:00:00,135,9,4,0,45,11,2019,1
2019-11-08 12:00:00,186,12,4,0,45,11,2019,1
2019-11-08 15:00:00,252,15,4,0,45,11,2019,1
